id	tokens	annotations
776	['Gleichwohl', 'muß', 'ich', 'dazu', 'sagen', ',', 'daß', 'offensichtlich', 'in', 'Einzelfällen', 'doch', 'hin', 'und', 'wieder', 'Anträge', 'abgelehnt', 'werden', ',', 'wo', 'auch', 'ich', 'als', 'Medizinerin', 'die', 'Begründung', 'dafür', 'kaum', 'nachvollziehen', 'kann', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
437	['Wenn', 'man', 'Herrn', 'Bundesaußenminister', 'Genscher', 'hier', 'so', 'reden', 'hört', 'und', 'ihn', 'auch', 'schon', 'hörte', ',', 'als', 'er', 'in', 'Stockholm', 'auftrat', ',', 'hat', 'man', 'den', 'Eindruck', ',', 'daß', 'jemand', ',', 'der', 'sich', 'an', 'einer', '-', 'ich', 'bitte', ',', 'dies', 'als', 'vorsichtige', 'Analogie', 'zu', 'nehmen', '-', 'Vergewaltigung', 'beteiligt', ',', 'sich', 'selbst', 'gleich', 'zum', 'Krankenpfleger', 'ausruft', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O']
146	['Landwirtinnen', 'und', 'Landwirte', 'erhalten', 'als', 'Ausgleich', 'ein', 'gesichertes', 'Einkommen', ',', 'ganz', 'ohne', 'Ertragsrisiko', '.']	['B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
522	['Eine', 'Verkäuferin', 'mit', '2', '000', 'DM', 'brutto', 'im', 'Monat', 'erhält', 'eine', 'Steuerentlastung', 'von', '463', 'DM', 'im', 'Jahr', '.']	['O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
727	['Die', 'Regelung', 'zur', 'Wartezeit', 'in', 'der', 'Altershilfe', 'für', 'Landwirte', 'wurde', 'verbessert', ',', 'allerdings', 'nicht', ',', 'wie', 'wir', 'wollten', ',', 'auf', 'fünf', 'Jahre', 'verkürzt', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
452	['Sie', 'werden', 'bei', 'den', 'Bauern', 'mit', 'dieser', 'Argumentation', 'nicht', 'durchkommen', '.']	['O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O']
567	['Was', 'soll', 'man', 'denn', 'davon', 'halten', ',', 'wenn', 'eine', 'Zeugin', 'von', 'einer', 'medizinischen', 'Indikation', ',', 'einer', 'Indikation', ',', 'die', 'also', 'auch', 'schon', 'vor', 'der', 'Reform', 'des', '§', '218', 'zum', 'Schwangerschaftsabbruch', 'berechtigte', ',', 'im', 'Prozeß', 'berichtet', 'und', 'dabei', 'erklärt', ',', 'daß', 'die', 'Ärztin', 'im', 'Krankenhaus', 'nach', 'der', 'dritten', 'Geburt', ',', 'die', 'durch', 'Kaiserschnitt', 'erfolgt', 'war', ',', 'ihr', ',', 'der', 'Zeugin', ',', 'erklärt', 'hat', ',', 'sie', 'müsse', 'bei', 'einer', 'erneuten', 'Schwangerschaft', 'damit', 'rechnen', ',', 'daß', 'sie', 'sterben', 'könnte', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
362	['Aufklärung', 'über', 'die', 'Rechte', 'und', 'Pflichten', 'von', 'Verkäufern', 'und', 'Käufern', 'ist', 'notwendig', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
320	['Uns', 'kommt', 'es', 'darauf', 'an', ',', 'in', 'unserer', 'marktwirtschaftlichen', 'Ordnung', 'die', 'Mißstände', 'so', 'weit', 'wie', 'eben', 'möglich', 'einzuengen', ',', 'ohne', 'Gefahren', 'für', 'den', 'Markt', ',', 'd.', 'h.', 'für', 'den', 'Hersteller', ',', 'Verkäufer', 'oder', 'Verbraucher', ',', 'heraufzubeschwören', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
239	['Für', 'die', 'Landwirte', ',', 'deren', 'Förderung', 'und', 'Erhaltung', 'wir', 'im', 'Auge', 'haben', ',', 'ist', 'den', 'Anforderungen', 'mit', 'der', 'gegenwärtigen', 'Erbschaftsteuerregelung', 'nach', 'den', 'Steuerklassen', 'I', 'und', 'II', 'ja', 'vollauf', 'Genüge', 'getan', '.']	['O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
623	['Sie', 'wissen', ',', 'daß', 'die', 'Alterssicherung', 'der', 'Bäuerinnen', 'in', 'der', 'DDR', 'geregelt', 'war', 'und', 'daß', 'die', 'Bäuerinnen', 'einen', 'Rentenanspruch', 'hatten', ',', 'während', 'das', 'bei', 'uns', 'nicht', 'der', 'Fall', 'ist', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
738	['Frau', 'Höfken', ',', 'Sie', 'haben', 'zu', 'Anfang', 'Ihrer', 'Ausführungen', 'über', 'Preise', 'von', 'Nahrungsmitteln', 'und', 'davon', 'gesprochen', ',', 'daß', 'der', 'Landwirt', 'nur', 'noch', 'Grundstofflieferant', 'ist', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O']
490	['Wenn', 'ein', 'Bauer', '-', 'zum', 'Teil', 'mit', 'Hilfe', 'öffentlicher', 'Mittel', '-', 'eine', 'Landarbeiterwohnung', 'errichtet', 'und', 'einen', 'verheirateten', 'Landarbeiter', 'eingestellt', 'hat', ',', 'der', 'dann', 'in', 'die', 'Industrie', 'wegläuft', ',', 'nachdem', 'er', 'einige', 'Monate', 'bei', 'ihm', 'gearbeitet', 'hat', ',', 'bleibt', 'die', 'Wohnung', 'blockiert', '.']	['O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
521	['In', 'der', 'Bundesrepublik', 'Deutschland', 'gibt', 'es', 'fast', 'eine', 'Million', 'mitarbeitender', 'Ehefrauen', 'und', 'weiblicher', 'Familienangehöriger', 'in', 'Handwerk', ',', 'Einzelhandel', 'und', 'Dienstleistungsberufen', ',', 'darüber', 'hinaus', 'die', 'bedeutende', 'Gruppe', 'der', 'Bäuerinnen', ',', 'die', 'gemeinsam', 'mit', 'ihren', 'Männern', 'Tag', 'für', 'Tag', 'eine', 'hohe', 'Arbeitslast', 'tragen', ',', 'und', 'schließlich', 'die', 'selbständigen', 'Frauen', ',', 'die', 'als', 'Unternehmerinnen', 'in', 'der', 'Bundesrepublik', 'tätig', 'sind', 'und', 'viele', 'Arbeitsplätze', 'anbieten', 'und', 'sichern', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
630	['Umgekehrt', 'war', 'mir', 'hier', 'heute', 'morgen', 'zu', 'wenig', 'vom', 'Arzt', 'und', 'der', 'Ärztin', 'die', 'Rede', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'B-PROF', 'O', 'O', 'O']
581	['An', 'der', 'Ernsthaftigkeit', 'der', 'Bemühungen', ',', 'durch', 'Aufklärungsarbeit', 'und', 'durch', 'verbesserte', 'sportmedizinische', 'Betreuung', 'der', 'Sportlerinnen', 'und', 'Athleten', 'Fehlentwicklungen', 'Einhalt', 'zu', 'gebieten', ',', 'sollte', 'es', 'aber', ',', 'wie', 'wir', 'meinen', ',', 'keinen', 'Zweifel', 'geben', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
664	['Gerade', 'das', 'sagt', 'uns', 'jetzt', ',', 'es', 'wäre', 'doch', 'allmählich', 'an', 'der', 'Zeit', ',', 'dem', 'werktätigen', 'Volk', ',', 'ob', 'das', 'Arbeiter', 'oder', 'Bauer', 'ist', ',', 'ein', 'Getränk', 'zu', 'geben', ',', 'das', 'es', 'bezahlen', 'kann', ',', 'von', 'dem', 'es', 'wenigstens', 'einen', 'Liter', 'trinken', 'kann', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
733	['Geben', 'wir', 'Verantwortung', 'wieder', 'in', 'die', 'Hände', 'derer', 'zurück', ',', 'die', 'täglich', 'im', 'Dienst', 'für', 'den', 'Menschen', 'tätig', 'sind', ',', 'an', 'die', 'Ärzte', ',', 'die', 'Schwestern', ',', 'die', 'Pfleger', 'und', 'die', 'Krankenkassen', ',', 'weil', 'sie', 'die', 'Dinge', 'vor', 'Ort', 'viel', 'besser', 'und', 'flexibler', 'erledigen', 'können', 'als', 'wir', 'zentral', 'von', 'Bonn', 'oder', 'Berlin', 'aus', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'B-PROF', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
755	['Da', 'sind', 'die', 'Krankenkassen', 'aufgerufen', '-', 'ich', 'denke', ',', 'sie', 'werden', 'auch', 'reagieren', '-', ',', 'mit', 'Ärzten', ',', 'mit', 'Sozialstationen', ',', 'mit', 'Schwestern', 'und', 'Pflegern', 'Verträge', 'zu', 'machen', ',', 'ein', 'Angebot', 'für', 'ihre', 'Versicherten', 'zu', 'gestalten', ',', 'damit', 'ein', 'Kranker', 'nicht', 'lange', 'nach', 'der', 'nächsten', 'Sozialstation', 'und', 'nach', 'dem', 'nächsten', 'Arzt', 'suchen', 'muß', ',', 'sondern', 'eine', 'umfassende', 'Paketlösung', 'für', 'die', 'häusliche', 'Krankenpflege', 'vorfindet', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
808	['„', 'Sportler', 'sind', 'Diplomaten', 'im', 'Trainingsanzug', '“', ',', 'so', 'hieß', 'es', 'in', 'der', 'ehemaligen', 'DDR', '.']	['O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
383	['Der', 'Stellvertreter', 'des', 'Reichskanzlers', 'Bauer', '-', 'eines', 'Mannes', 'aus', 'Ihren', 'Reihen', '-', ',', 'der', 'Reichsjustizminister', 'Schiffer', ',', 'hat', '1919', 'im', 'Reichstag', 'folgendes', 'ausgeführt', '-', 'ich', 'glaube', ',', 'Sie', 'dürfen', 'es', ',', 'wenn', 'ich', 'es', 'mit', 'Erlaubnis', 'des', 'Herrn', 'Präsidenten', 'jetzt', 'hier', 'zitiere', ',', 'durchaus', 'als', 'ein', 'aktuelles', 'Zitat', 'auffassen', '-', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
685	['Herr', 'Kollege', ',', 'ich', 'denke', ',', 'Sie', 'wissen', 'als', 'Bauer', 'genausogut', 'wie', 'ich', ',', 'daß', 'die', 'neue', 'Agrarpolitik', 'Wirkung', 'zeigt', ',', 'egal', ',', 'wie', 'ich', 'sie', 'einschätze', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
444	['Er', 'ist', 'gefährlich', ',', 'weil', 'so', 'Sport', 'und', 'Sportler', 'in', 'Klassen', 'eingeteilt', 'werden', 'könnten', ',', 'gefährlich', 'aber', 'auch', ',', 'weil', 'er', 'das', 'Sozialwerk', 'des', 'Sports', ',', 'die', 'Stiftung', 'Deutsche', 'Sporthilfe', ',', 'in', 'Frage', 'stellt', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
267	['Diese', 'Tüchtigkeit', 'der', 'Landwirte', 'hat', 'uns', 'auch', 'nicht', 'zuletzt', 'in', 'nicht', 'geringe', 'Verlegenheiten', 'gebracht', '.']	['O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
136	['Deswegen', 'war', 'und', 'ist', 'es', 'richtig', ',', 'dass', 'wir', '\xa0', '–', 'um', 'mal', 'diesen', 'einen', 'Punkt', ',', 'weil', 'er', 'so', 'aktuell', 'ist', ',', 'herauszugreifen', '\xa0', '–', 'eine', 'Prämie', 'nicht', 'nur', 'an', 'die', 'Pflegerinnen', 'und', 'Pfleger', 'in', 'den', 'Alten-', 'und', 'Pflegeheimen', ',', 'sondern', 'an', 'alle', 'Berufsgruppen', 'auszahlen', '\xa0', '–', 'das', 'wird', 'der', 'Bund', 'machen', '\xa0', '–', ',', 'und', 'zwar', 'in', 'einer', 'Höhe', 'von', '1', '\u202f', '000', '\xa0', 'Euro', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
124	['denn', 'die', 'Krankenschwestern', 'bei', 'uns', 'im', 'Land', 'machen', 'einen', 'Spitzenjob', '.']	['O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
110	['Häufig', 'jedoch', 'beauftragt', 'der', 'Verkäufer', 'den', 'Makler', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
67	['Wenn', 'ein', 'Konzernchef', 'verheerende', 'Fehlentscheidungen', 'trifft', ',', 'dafür', 'neben', 'seinem', 'sehr', 'hohen', 'Gehalt', 'noch', 'Millionen', 'an', 'Boni', 'und', 'Abfindungen', 'kassiert', ',', 'eine', 'Verkäuferin', 'dagegen', 'aber', 'für', 'eine', 'kleinere', 'Verfehlung', 'rausgeschmissen', 'wird', ',', 'dann', 'wird', 'das', 'Gerechtigkeitsempfinden', 'der', 'Menschen', 'zutiefst', 'erschüttert', '.']	['O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
63	['Dass', 'ich', 'als', 'gelernte', 'Krankenschwester', 'einmal', 'einer', 'Wirtschaftspartei', 'wirtschaftliche', 'Zusammenhänge', 'erklären', 'muss', ',', 'hätte', 'ich', 'nicht', 'gedacht', '.']	['O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
651	['Restriktives', 'Strafrecht', 'drängt', 'die', 'Frauen', ',', 'die', 'Ärzte', 'und', 'die', 'Ärztinnen', 'in', 'die', 'Illegalität', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O']
178	['Meine', 'Damen', 'und', 'Herren', ',', 'der', 'Bauer', 'hat', 'ja', 'gar', 'nicht', 'damit', 'gerechnet', 'und', 'hat', 'keinen', 'großen', 'Nutzen', 'mehr', 'davon', ',', 'daß', 'diese', 'Preise', 'heute', 'kommen', ',', 'weil', 'meist', 'keine', 'erheblichen', 'Getreidemengen', 'mehr', 'in', 'seiner', 'Hand', 'sind', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
594	['Durch', 'die', 'Änderungsanträge', 'der', 'Koalition', 'werden', 'zusätzlich', 'erste', 'Verbesserungen', 'für', 'die', 'Bäuerinnen', 'und', 'interessantere', 'Konditionen', 'beim', 'FELEG', 'erreicht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
674	['Die', 'Bäuerinnen', 'und', 'Bauern', 'in', 'den', 'neuen', 'Ländern', 'gehen', 'leer', 'aus', '.']	['O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
